resp_pkts,service,orig_ip_bytes,local_resp,missed_bytes,protocol,duration,conn_state,dest_ip,orig_pkts,community_id,resp_ip_bytes,dest_port,orig_bytes,local_orig,datetime,history,resp_bytes,uid,src_port,ts,src_ip,mitre_attack_tactics
4,,176,false,0,tcp,6.389617919921875E-4,REJ,143.88.2.12,4,1:qZN3LqSUJiPnw/fO0R4AZLNBHzA=,160,53,0,false,2022-02-11T09:52:53.515Z,Sr,0,CnNjvw3AvV69AcnlWe,38581,1.644573173515011E9,143.88.7.10,Discovery
4,,176,false,0,tcp,7.731914520263672E-4,REJ,143.88.2.12,4,1:4g7pc//QiRixpUGyUvY7DQ216pU=,160,113,0,false,2022-02-11T09:52:53.515Z,Sr,0,CrExE32dKw3qy5FLG8,38581,1.644573173515051E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.950233459472656E-4,REJ,143.88.2.12,4,1:V7ga0cg4XXHfErkdBh5vIGujD5Y=,160,8888,0,false,2022-02-11T09:52:53.515Z,Sr,0,CPkdXp4nKbWNoVFk9,38581,1.644573173515047E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.759498596191406E-4,REJ,143.88.2.12,4,1:hbiGhw6TycKrbo8M761sRctoaps=,160,139,0,false,2022-02-11T09:52:53.515Z,Sr,0,CYMzqw2Gk5Uem2DTf8,38581,1.644573173515068E9,143.88.7.10,Discovery
4,,336,false,0,tcp,9.338855743408203E-4,RSTO,143.88.2.12,8,1:y/m1ZwutZ83InnjEiPwq+e0l3rM=,176,22,0,false,2022-02-11T09:52:53.514Z,ShR,0,CslqQ93KjSiKotsuIf,38581,1.644573173514934E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.548664093017578E-4,REJ,143.88.2.12,4,1:uxUdjsPMxSWdKk0jVu4dC5VgAPk=,160,3998,0,false,2022-02-11T09:52:53.516Z,Sr,0,CI8x8kv0RNsJ7jIo1,38581,1.64457317351606E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011799335479736328,REJ,143.88.2.12,4,1:OQMVFGE+VhrmCq1nOUgkuhbs490=,160,1761,0,false,2022-02-11T09:52:53.516Z,Sr,0,COk4JB2vSx9jcnEiFf,38581,1.644573173516168E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.001260995864868164,REJ,143.88.2.12,4,1:wsumZEMgaqIxrqbDzAv8Cg6krXk=,160,8090,0,false,2022-02-11T09:52:53.516Z,Sr,0,C3YJNr1afFW4Bno7B1,38581,1.644573173516184E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011608600616455078,REJ,143.88.2.12,4,1:3CR+mMS1LAkoX8zR1581fGNYldE=,160,1060,0,false,2022-02-11T09:52:53.516Z,Sr,0,CIZAZn1vJCpV7o89tb,38581,1.644573173516189E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0012660026550292969,REJ,143.88.2.12,4,1:bmgEivoTOTsx4EKPPa/qhpapUFs=,160,5902,0,false,2022-02-11T09:52:53.516Z,Sr,0,CIMkIf40bFDnLGWx8g,38581,1.644573173516261E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.280277252197266E-4,REJ,143.88.2.12,4,1:nJC/BbKnH9p31DO98hk6o/L6Sc0=,160,1028,0,false,2022-02-11T09:52:53.517Z,Sr,0,CfsPlf3eMChu1mGKm3,38581,1.644573173517601E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.380413055419922E-4,REJ,143.88.2.12,4,1:tKkIyCSzzgH9RfiwwC+fxMw+cXg=,160,1687,0,false,2022-02-11T09:52:53.517Z,Sr,0,CSdIsx4bUib4rtDOHb,38581,1.644573173517621E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.899139404296875E-4,REJ,143.88.2.12,4,1:DxAOLlRL7lVkLp6zYYpc/CfnLIA=,160,1556,0,false,2022-02-11T09:52:53.517Z,Sr,0,CI7sd04CwSRs5NhJDh,38581,1.644573173517641E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011069774627685547,REJ,143.88.2.12,4,1:Kx4kl0eokgSD+sWHap5/0o2Qn6o=,160,1074,0,false,2022-02-11T09:52:53.517Z,Sr,0,C3iLYkx5mgSFvrf0d,38581,1.644573173517665E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.001135110855102539,REJ,143.88.2.12,4,1:hV7EslbKrARgZTameHuGRgHWWK0=,160,109,0,false,2022-02-11T09:52:53.517Z,Sr,0,CnOemU192tNPJSS0Sg,38581,1.644573173517727E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011379718780517578,REJ,143.88.2.12,4,1:xUKo/MJ5lk3FLeSyth9Epab4yAc=,160,1165,0,false,2022-02-11T09:52:53.517Z,Sr,0,CpeJno4t0KR7uy9OK8,38581,1.64457317351773E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0012111663818359375,REJ,143.88.2.12,4,1:av9uljIOqoRls5gH7SsCxgZaAQs=,160,49167,0,false,2022-02-11T09:52:53.517Z,Sr,0,CvE4ju3hMAtNus7Ou9,38581,1.644573173517757E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011849403381347656,REJ,143.88.2.12,4,1:QNlkYJtcLJFBHP2BJShrQzd1FH0=,160,2111,0,false,2022-02-11T09:52:53.517Z,Sr,0,CKt3d04pEK7XdjwWh1,38581,1.644573173517774E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011320114135742188,REJ,143.88.2.12,4,1:YBGElqit4Q/zvPyTPSKh3X1Fl1I=,160,34573,0,false,2022-02-11T09:52:53.517Z,Sr,0,CaRB3V1cdgJf6FeBr8,38581,1.644573173517833E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011649131774902344,REJ,143.88.2.12,4,1:UiVEcXIgyivFFmYofsR3Qj2bQGw=,160,40911,0,false,2022-02-11T09:52:53.517Z,Sr,0,CmYpmT1SIixr0fEAWd,38581,1.644573173517801E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011348724365234375,REJ,143.88.2.12,4,1:QgnnluhsgOEcmxfLbND8QZpI4do=,160,30951,0,false,2022-02-11T09:52:53.517Z,Sr,0,C5Ssk91VTh2oZpVT3g,38581,1.644573173517836E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0012340545654296875,REJ,143.88.2.12,4,1:OyL9hB7rsBo8/2fJbolmNKNC+EA=,160,8085,0,false,2022-02-11T09:52:53.517Z,Sr,0,Cwk9Fw4PRLPeA7xhA7,38581,1.644573173517835E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.001203775405883789,REJ,143.88.2.12,4,1:WHlZMXgaIWGFxTAVAiEd8Wol4XU=,160,49155,0,false,2022-02-11T09:52:53.517Z,Sr,0,CkN7xc2l9VdAyMoLk3,38581,1.644573173517851E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.001199960708618164,REJ,143.88.2.12,4,1:i6cohEo0JsqyhkPJsTd2hpxoJcE=,160,3476,0,false,2022-02-11T09:52:53.517Z,Sr,0,CBwOUK1LNvHUEHyoOj,38581,1.644573173517857E9,143.88.7.10,Discovery
4,,176,false,0,tcp,5.750656127929688E-4,REJ,143.88.2.12,4,1:JUjR9gFErHlEv/xLPbX21PgwLM8=,160,543,0,false,2022-02-11T09:52:53.519Z,Sr,0,CmmCFc3ZYDQXjxqoV9,38581,1.644573173519151E9,143.88.7.10,Discovery
4,,176,false,0,tcp,6.670951843261719E-4,REJ,143.88.2.12,4,1:TIk33iIYgw38Qg5TVxDbNhO6kAs=,160,2725,0,false,2022-02-11T09:52:53.519Z,Sr,0,COuIl91RmSSNhbYnY1,38581,1.644573173519176E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.81195068359375E-4,REJ,143.88.2.12,4,1:vEaAh25qBU+8zgH2q7Q2bb54iOo=,160,3580,0,false,2022-02-11T09:52:53.519Z,Sr,0,CaGxkB47CNfahKfWhj,38581,1.644573173519194E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.46044921875E-4,REJ,143.88.2.12,4,1:Q4Ok4O2bC+b0cGN7G57cOJUjPvc=,160,427,0,false,2022-02-11T09:52:53.519Z,Sr,0,COZGBb14EwnK2KvXN7,38581,1.644573173519203E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.160041809082031E-4,REJ,143.88.2.12,4,1:WSqtqvRkIkW222Ai7rtTIVmb8FQ=,160,555,0,false,2022-02-11T09:52:53.519Z,Sr,0,C2Z0cQ8AdV6eBnIOh,38581,1.644573173519226E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.188652038574219E-4,REJ,143.88.2.12,4,1:L+kK1dRnZ2dNETKf/lnVGDRxTdw=,160,3323,0,false,2022-02-11T09:52:53.519Z,Sr,0,C4l8JL2ynqh84nSLFl,38581,1.644573173519237E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.441375732421875E-4,REJ,143.88.2.12,4,1:yxcJsnfafu+S/ADLCXUgjLDfr/s=,160,5200,0,false,2022-02-11T09:52:53.519Z,Sr,0,CFH8wF1UV9DmbCwaR3,38581,1.644573173519208E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.961128234863281E-4,REJ,143.88.2.12,4,1:dcXc2bQ3BCFgmxBIF570e5EE/Fo=,160,5801,0,false,2022-02-11T09:52:53.519Z,Sr,0,CMMH7B1jYR29n3RKZf,38581,1.644573173519265E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.440017700195312E-4,REJ,143.88.2.12,4,1:7PTAPEcmFL9ZVVdtnXFainGg5P8=,160,65129,0,false,2022-02-11T09:52:53.519Z,Sr,0,C9xA224BmKW0B3RfK2,38581,1.644573173519414E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.570121765136719E-4,REJ,143.88.2.12,4,1:E+gaq9KCv9S2cwPDXeXMiUytloU=,160,6004,0,false,2022-02-11T09:52:53.519Z,Sr,0,C2NCTj1A6dPC8DZjOe,38581,1.64457317351939E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.579658508300781E-4,REJ,143.88.2.12,4,1:105plfP7YDN34xSU7y2exLTrSS0=,160,5910,0,false,2022-02-11T09:52:53.519Z,Sr,0,Cy7Byv3rKGx2c3VgIc,38581,1.644573173519392E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.539127349853516E-4,REJ,143.88.2.12,4,1:vVaKjR/NbpnOzKdrvptEggSZm54=,160,3011,0,false,2022-02-11T09:52:53.519Z,Sr,0,Cd1oz79sOaEGEX5R3,38581,1.644573173519398E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.981227874755859E-4,REJ,143.88.2.12,4,1:p8j3oYiaLSW6IDYnWOHyfVrF1fw=,160,40193,0,false,2022-02-11T09:52:53.519Z,Sr,0,CzijBz4epOie82GOsk,38581,1.644573173519466E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.009838104248047E-4,REJ,143.88.2.12,4,1:eeT8gQPNkHwWPD+4KDf6fCrrR6Q=,160,2809,0,false,2022-02-11T09:52:53.519Z,Sr,0,CUpGm32sePAYXiWk3j,38581,1.644573173519538E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.260177612304688E-4,REJ,143.88.2.12,4,1:1tAqdzNeMNNEiOy2Xa2/9UHBWQc=,160,18101,0,false,2022-02-11T09:52:53.519Z,Sr,0,CcFuQY3pztNQbXVVk2,38581,1.64457317351955E9,143.88.7.10,Discovery
4,,176,false,0,tcp,5.960464477539062E-4,REJ,143.88.2.12,4,1:6+pTTHAAvnI08a9IMbrmC8ToMnc=,160,6156,0,false,2022-02-11T09:52:53.520Z,Sr,0,CuMRZkjeOUHKLLU6k,38581,1.644573173520565E9,143.88.7.10,Discovery
4,,176,false,0,tcp,5.869865417480469E-4,REJ,143.88.2.12,4,1:QKULZ4uWkIxQplzEU4OcvyEgHCE=,160,2557,0,false,2022-02-11T09:52:53.520Z,Sr,0,C4Jl1m1mcuCJteiaZ1,38581,1.644573173520576E9,143.88.7.10,Discovery
4,,176,false,0,tcp,6.837844848632812E-4,REJ,143.88.2.12,4,1:u14OAcKva1bBB1W6jyHBnGESbRk=,160,1864,0,false,2022-02-11T09:52:53.520Z,Sr,0,CtiBwjui8G01HpU9h,38581,1.64457317352062E9,143.88.7.10,Discovery
4,,176,false,0,tcp,6.759166717529297E-4,REJ,143.88.2.12,4,1:yG28xZxdSlXa3zSjfFSIgcNzWbQ=,160,3880,0,false,2022-02-11T09:52:53.520Z,Sr,0,CxaZs632VlwYvjSQD5,38581,1.644573173520674E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.080005645751953E-4,REJ,143.88.2.12,4,1:nh1umpVqwk7KFp72k6OSaEDBWL8=,160,8081,0,false,2022-02-11T09:52:53.520Z,Sr,0,Cogm2h2NB5DLidMWPd,38581,1.644573173520674E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.389949798583984E-4,REJ,143.88.2.12,4,1:MhV2KU5R6x/MqUwwBLIKbVqQqFM=,160,119,0,false,2022-02-11T09:52:53.520Z,Sr,0,C5ERon185327AxOEW5,38581,1.64457317352068E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.150505065917969E-4,REJ,143.88.2.12,4,1:nO4kdxVb7BBXJ3IHjp0baZBNac0=,160,52869,0,false,2022-02-11T09:52:53.520Z,Sr,0,Cx3SdAsYPltvlYpCi,38581,1.644573173520737E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.981227874755859E-4,REJ,143.88.2.12,4,1:CFheEtZCO5wLULuHEQQa7eHmfSw=,160,500,0,false,2022-02-11T09:52:53.520Z,Sr,0,ChCoFs44rgClnydOCc,38581,1.644573173520752E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0010960102081298828,REJ,143.88.2.12,4,1:luKOngwDPo1TLI/ssv8eBA9MEnk=,160,7911,0,false,2022-02-11T09:52:53.520Z,Sr,0,CU9YGvLJRqmJN2V76,38581,1.644573173520904E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011141300201416016,REJ,143.88.2.12,4,1:gUPNgt8wXRvAkWAb5J7jnGoIk7U=,160,65000,0,false,2022-02-11T09:52:53.520Z,Sr,0,CYZp222t9t0Uetjjkc,38581,1.644573173520896E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0012011528015136719,REJ,143.88.2.12,4,1:E2IaHB4SGWXK7Bsh7uZfkIrwO+U=,160,902,0,false,2022-02-11T09:52:53.520Z,Sr,0,CiplmSDiIlMyGvyd2,38581,1.644573173520819E9,143.88.7.10,Discovery
4,,176,false,0,tcp,6.59942626953125E-4,REJ,143.88.2.12,4,1:hp3tnhxBORkiehCz0vIdFZUbAiI=,160,1174,0,false,2022-02-11T09:52:53.522Z,Sr,0,CQMWzn3ZToFwcK3x1i,38581,1.644573173522111E9,143.88.7.10,Discovery
4,,176,false,0,tcp,6.520748138427734E-4,REJ,143.88.2.12,4,1:HmMoTAIkOicB8AxPFqglOyb0R24=,160,1217,0,false,2022-02-11T09:52:53.522Z,Sr,0,CTZ3U630iKfrRySJ65,38581,1.644573173522122E9,143.88.7.10,Discovery
3,,44,false,0,tcp,3.5309791564941406E-4,REJ,143.88.2.12,1,1:p9eU4XA6EJ6DPtKBBUB5NT05SGo=,120,10002,0,false,2022-02-11T09:52:53.522Z,Sr,0,CnYioL1fv2ocPJi933,38581,1.644573173522431E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.200572967529297E-4,REJ,143.88.2.12,4,1:iUVjXdvpvytNbrA97wos2k1EX/M=,160,999,0,false,2022-02-11T09:52:53.522Z,Sr,0,CUtAzuuIpEH3mY7td,38581,1.644573173522174E9,143.88.7.10,Discovery
4,,176,false,0,tcp,8.590221405029297E-4,REJ,143.88.2.12,4,1:GqOWoPWpjlRkUCZmeDil9SsYsJ4=,160,5405,0,false,2022-02-11T09:52:53.522Z,Sr,0,Ch9aV17vLbDeGtHXl,38581,1.644573173522156E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.660720825195312E-4,REJ,143.88.2.12,4,1:e/LjzrydM1ZM4zqtdAfvgp2CDqg=,160,38292,0,false,2022-02-11T09:52:53.522Z,Sr,0,CYGngV32TAumvDRGtj,38581,1.644573173522212E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.429454803466797E-4,REJ,143.88.2.12,4,1:4PMoLqNlO+ZGVTD+JDJ2l/9lIRE=,160,49152,0,false,2022-02-11T09:52:53.522Z,Sr,0,Ck8BMH3tEflppgiYv7,38581,1.644573173522198E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.758472442626953E-4,REJ,143.88.2.12,4,1:LN3lyPYYjTKhpbpZtAAA/pnL0NE=,160,2001,0,false,2022-02-11T09:52:53.522Z,Sr,0,C3iZTX1cjUbqO2v4z8,38581,1.644573173522201E9,143.88.7.10,Discovery
4,,176,false,0,tcp,9.88006591796875E-4,REJ,143.88.2.12,4,1:by35J+HKki+2eYHzmrcaEqoQdXU=,160,32784,0,false,2022-02-11T09:52:53.522Z,Sr,0,CJR1in2iFKPG9fyhVa,38581,1.644573173522227E9,143.88.7.10,Discovery
3,,44,false,0,tcp,4.029273986816406E-4,REJ,143.88.2.12,1,1:RuQwvQCO6LKHh/SsNS+lZcPa+TA=,120,3945,0,false,2022-02-11T09:52:53.522Z,Sr,0,Cn5g6z4w9vC92ijVpi,38581,1.644573173522741E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0010371208190917969,REJ,143.88.2.12,4,1:ICvtxsOLqP/YfmDPLjVQV9X/YKc=,160,10616,0,false,2022-02-11T09:52:53.522Z,Sr,0,C8ZR5Y1Qicz1NXYpS9,38581,1.644573173522307E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0011401176452636719,REJ,143.88.2.12,4,1:PnUmRsBIKifkSPJ1HzkmH8Ak26s=,160,458,0,false,2022-02-11T09:52:53.522Z,Sr,0,Clql2FNXjfKN1xxBd,38581,1.644573173522311E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.0012137889862060547,REJ,143.88.2.12,4,1:ksloco4cCaGXT6cE6uYTpMcxUwM=,160,5280,0,false,2022-02-11T09:52:53.522Z,Sr,0,CRSatQ2iIu8hbAMew7,38581,1.644573173522349E9,143.88.7.10,Discovery
4,,176,false,0,tcp,0.00127410888671875,REJ,143.88.2.12,4,1:JMH0qQKlMKHw36klFSTZER6VLpo=,160,49154,0,false,2022-02-11T09:52:53.522Z,Sr,0,CxrGy92RDCrCvYkVM9,38581,1.644573173522352E9,143.88.7.10,Discovery
